SN,Aarrival City,Airline,Arrival,Current Date,Departure,Departure City,Ticket Price,Travel Date
11,ATL,American Airlines,Atlanta,1/16/2018,ABE,Allentown,404,1/26/2018
12,ATL,American Airlines,Atlanta,1/16/2018,ABE,Allentown,408.2,1/26/2018
13,ATL,American Airlines,Atlanta,1/16/2018,ABE,Allentown,417.8,1/26/2018
14,ATL,,Atlanta,1/16/2018,ABE,Allentown,533.2,1/26/2018
15,ATL,,Atlanta,1/16/2018,ABE,Allentown,538.8,1/26/2018
16,ATL,Delta,Atlanta,1/16/2018,ABE,Allentown,613.6,1/26/2018
17,ATL,Delta,Atlanta,1/16/2018,ABE,Allentown,613.6,1/26/2018
18,ATL,,Atlanta,1/16/2018,ABE,Allentown,645.2,1/26/2018
19,ATL,,Atlanta,1/16/2018,ABE,Allentown,650.8,1/26/2018
20,ATL,American Airlines,Atlanta,1/16/2018,ABE,Allentown,713.6,1/26/2018
21,ATL,,Atlanta,1/16/2018,ABE,Allentown,724.8,1/26/2018
22,ATL,,Atlanta,1/16/2018,ABE,Allentown,746.2,1/26/2018
23,ATL,,Atlanta,1/16/2018,ABE,Allentown,751.8,1/26/2018
24,ATL,United,Atlanta,1/16/2018,ABE,Allentown,797,1/26/2018
25,ATL,United,Atlanta,1/16/2018,ABE,Allentown,802.6,1/26/2018
26,ATL,,Atlanta,1/16/2018,ABE,Allentown,804,1/26/2018
27,ATL,,Atlanta,1/16/2018,ABE,Allentown,809.6,1/26/2018
28,ATL,,Atlanta,1/16/2018,ABE,Allentown,1182.2,1/26/2018
0,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,330.2,1/26/2018
1,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,330.2,1/26/2018
2,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,330.2,1/26/2018
3,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,330.2,1/26/2018
4,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,335.8,1/26/2018
5,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,335.8,1/26/2018
6,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,335.8,1/26/2018
7,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,335.8,1/26/2018
8,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,335.8,1/26/2018
9,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,410.8,1/26/2018
10,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,416.3,1/26/2018
11,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,416.3,1/26/2018
12,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,425,1/26/2018
13,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,425,1/26/2018
14,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,425,1/26/2018
15,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,425,1/26/2018
16,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,425,1/26/2018
17,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,425,1/26/2018
18,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,425,1/26/2018
19,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,425,1/26/2018
20,CLT,United,Charlotte,1/16/2018,ABE,Allentown,604.2,1/26/2018
21,CLT,United,Charlotte,1/16/2018,ABE,Allentown,609.8,1/26/2018
22,CLT,United,Charlotte,1/16/2018,ABE,Allentown,804.2,1/26/2018
23,CLT,United,Charlotte,1/16/2018,ABE,Allentown,809.8,1/26/2018
24,CLT,United,Charlotte,1/16/2018,ABE,Allentown,814,1/26/2018
25,CLT,United,Charlotte,1/16/2018,ABE,Allentown,814,1/26/2018
26,CLT,United,Charlotte,1/16/2018,ABE,Allentown,819.6,1/26/2018
0,YUL,American Airlines,Montreal,1/16/2018,MCO,Orlando,97.2,1/26/2018
1,YUL,American Airlines,Montreal,1/16/2018,MCO,Orlando,97.2,1/26/2018
2,YUL,American Airlines,Montreal,1/16/2018,MCO,Orlando,154.15,1/26/2018
3,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,199.3,1/26/2018
4,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,199.3,1/26/2018
5,YUL,Air Transat,Montreal,1/16/2018,MCO,Orlando,212.9,1/26/2018
6,YUL,WestJet,Montreal,1/16/2018,MCO,Orlando,217.5,1/26/2018
7,YUL,Air Canada,Montreal,1/16/2018,MCO,Orlando,217.5,1/26/2018
8,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,224.03,1/26/2018
9,YUL,American Airlines,Montreal,1/16/2018,MCO,Orlando,246.2,1/26/2018
10,YUL,American Airlines,Montreal,1/16/2018,MCO,Orlando,246.2,1/26/2018
11,YUL,United,Montreal,1/16/2018,MCO,Orlando,326.15,1/26/2018
12,YUL,United,Montreal,1/16/2018,MCO,Orlando,326.15,1/26/2018
13,YUL,United,Montreal,1/16/2018,MCO,Orlando,326.15,1/26/2018
14,YUL,United,Montreal,1/16/2018,MCO,Orlando,326.15,1/26/2018
15,YUL,WestJet,Montreal,1/16/2018,MCO,Orlando,376.85,1/26/2018
16,YUL,WestJet,Montreal,1/16/2018,MCO,Orlando,376.85,1/26/2018
17,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,381,1/26/2018
18,YUL,Air Canada,Montreal,1/16/2018,MCO,Orlando,419.9,1/26/2018
19,YUL,Air Canada,Montreal,1/16/2018,MCO,Orlando,419.9,1/26/2018
20,YUL,Air Canada,Montreal,1/16/2018,MCO,Orlando,419.9,1/26/2018
21,YUL,United,Montreal,1/16/2018,MCO,Orlando,453.15,1/26/2018
22,YUL,United,Montreal,1/16/2018,MCO,Orlando,457.3,1/26/2018
23,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,630.4,1/26/2018
24,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,630.4,1/26/2018
25,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,630.4,1/26/2018
0,YYZ,Air Canada,Toronto,1/16/2018,MCO,Orlando,241.46,1/26/2018
1,YYZ,Air Canada,Toronto,1/16/2018,MCO,Orlando,241.46,1/26/2018
2,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,243.8,1/26/2018
3,YYZ,United,Toronto,1/16/2018,MCO,Orlando,243.8,1/26/2018
4,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,243.8,1/26/2018
5,YYZ,United,Toronto,1/16/2018,MCO,Orlando,243.8,1/26/2018
6,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,243.8,1/26/2018
7,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,243.8,1/26/2018
8,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,243.8,1/26/2018
9,YYZ,United,Toronto,1/16/2018,MCO,Orlando,258.86,1/26/2018
10,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,319.06,1/26/2018
11,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,323.4,1/26/2018
12,YYZ,Air Transat,Toronto,1/16/2018,MCO,Orlando,361.3,1/26/2018
13,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,382.7,1/26/2018
14,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,382.7,1/26/2018
15,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,382.7,1/26/2018
16,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,385.7,1/26/2018
17,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,452.4,1/26/2018
18,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,452.4,1/26/2018
19,YYZ,Air Canada,Toronto,1/16/2018,MCO,Orlando,458.4,1/26/2018
20,YYZ,Air Canada,Toronto,1/16/2018,MCO,Orlando,458.4,1/26/2018
21,YYZ,Air Canada,Toronto,1/16/2018,MCO,Orlando,458.4,1/26/2018
22,YYZ,Air Canada,Toronto,1/16/2018,MCO,Orlando,458.4,1/26/2018
23,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,490.2,1/26/2018
24,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,519,1/26/2018
25,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,519,1/26/2018
26,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,519,1/26/2018
27,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,519,1/26/2018
28,YYZ,Air Canada,Toronto,1/16/2018,MCO,Orlando,576.86,1/26/2018
29,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,584.8,1/26/2018
30,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,584.8,1/26/2018
31,YYZ,WestJet,Toronto,1/16/2018,MCO,Orlando,587.8,1/26/2018
32,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,620.06,1/26/2018
33,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,723.26,1/26/2018
34,YYZ,,Toronto,1/16/2018,MCO,Orlando,841.6,1/26/2018
0,ANC,Alaska Airlines,Anchorage,1/16/2018,ADQ,Kodiak,161.6,1/26/2018
1,ANC,Ravn Alaska,Anchorage,1/16/2018,ADQ,Kodiak,163.1,1/26/2018
2,ANC,Ravn Alaska,Anchorage,1/16/2018,ADQ,Kodiak,163.1,1/26/2018
3,ANC,Ravn Alaska,Anchorage,1/16/2018,ADQ,Kodiak,163.1,1/26/2018
4,ANC,Ravn Alaska,Anchorage,1/16/2018,ADQ,Kodiak,163.1,1/26/2018
0,SEA,Alaska Airlines,Seattle,1/16/2018,ALW,Walla Walla,208.3,1/26/2018
1,SEA,Alaska Airlines,Seattle,1/16/2018,ALW,Walla Walla,208.3,1/26/2018
2,SEA,Alaska Airlines,Seattle,1/16/2018,ALW,Walla Walla,208.3,1/26/2018
0,BOS,JetBlue Airways,Boston,1/16/2018,ACK,Nantucket,205.8,1/26/2018
1,BOS,JetBlue Airways,Boston,1/16/2018,ACK,Nantucket,211.4,1/26/2018
2,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
3,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
4,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
5,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
6,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
7,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
8,BOS,JetBlue Airways,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
9,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
10,BOS,JetBlue Airways,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
11,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
12,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
13,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
14,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
15,BOS,JetBlue Airways,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
16,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
17,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
18,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
19,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
20,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
21,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
22,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,299,1/26/2018
0,DCA,American Airlines,Washington,1/16/2018,ACK,Nantucket,89.1,1/26/2018
1,DCA,JetBlue Airways,Washington,1/16/2018,ACK,Nantucket,102.1,1/26/2018
2,DCA,American Airlines,Washington,1/16/2018,ACK,Nantucket,130.1,1/26/2018
3,DCA,American Airlines,Washington,1/16/2018,ACK,Nantucket,130.1,1/26/2018
4,DCA,JetBlue Airways,Washington,1/16/2018,ACK,Nantucket,220.8,1/26/2018
5,DCA,United,Washington,1/16/2018,ACK,Nantucket,430.8,1/26/2018
6,DCA,United,Washington,1/16/2018,ACK,Nantucket,430.8,1/26/2018
7,DCA,,Washington,1/16/2018,ACK,Nantucket,492.9,1/26/2018
8,DCA,Delta,Washington,1/16/2018,ACK,Nantucket,517,1/26/2018
9,DCA,,Washington,1/16/2018,ACK,Nantucket,532.9,1/26/2018
10,DCA,,Washington,1/16/2018,ACK,Nantucket,617.9,1/26/2018
11,DCA,United,Washington,1/16/2018,ACK,Nantucket,721.4,1/26/2018
12,DCA,United,Washington,1/16/2018,ACK,Nantucket,721.4,1/26/2018
13,DCA,,Washington,1/16/2018,ACK,Nantucket,955.7,1/26/2018
14,DCA,,Washington,1/16/2018,ACK,Nantucket,961.3,1/26/2018
0,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,160,1/26/2018
1,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,160,1/26/2018
2,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,168,1/26/2018
3,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,168,1/26/2018
4,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,168,1/26/2018
5,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,168,1/26/2018
6,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,168,1/26/2018
7,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,168,1/26/2018
8,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,168,1/26/2018
9,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,168,1/26/2018
10,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,220,1/26/2018
11,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,220,1/26/2018
12,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,220,1/26/2018
13,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,220,1/26/2018
14,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,220,1/26/2018
15,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,220,1/26/2018
16,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,220,1/26/2018
17,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,220,1/26/2018
18,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,411.2,1/26/2018
19,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,411.2,1/26/2018
20,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,419.2,1/26/2018
21,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,419.2,1/26/2018
22,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,419.2,1/26/2018
23,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,419.2,1/26/2018
24,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,419.2,1/26/2018
25,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,419.2,1/26/2018
26,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,419.2,1/26/2018
27,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,419.2,1/26/2018
28,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,419.2,1/26/2018
29,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,419.2,1/26/2018
30,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,419.2,1/26/2018
31,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,419.2,1/26/2018
32,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,419.2,1/26/2018
33,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,419.2,1/26/2018
34,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,419.2,1/26/2018
0,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,270,1/27/2018
1,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,270,1/27/2018
2,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,270,1/27/2018
3,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,275.6,1/27/2018
4,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,275.6,1/27/2018
5,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,275.6,1/27/2018
6,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,285,1/27/2018
7,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,285,1/27/2018
8,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,285,1/27/2018
9,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,290.6,1/27/2018
10,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,290.6,1/27/2018
11,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,311,1/27/2018
12,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,311,1/27/2018
13,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,311,1/27/2018
14,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,311,1/27/2018
15,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,311,1/27/2018
16,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,311,1/27/2018
17,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,311,1/27/2018
18,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,311,1/27/2018
19,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,311,1/27/2018
20,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,311,1/27/2018
21,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,311,1/27/2018
22,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,311,1/27/2018
23,AUS,Alaska Airlines,Austin,1/17/2018,ABQ,Albuquerque,337.6,1/27/2018
24,AUS,Delta,Austin,1/17/2018,ABQ,Albuquerque,349,1/27/2018
25,AUS,,Austin,1/17/2018,ABQ,Albuquerque,368.2,1/27/2018
26,AUS,,Austin,1/17/2018,ABQ,Albuquerque,561,1/27/2018
27,AUS,Delta,Austin,1/17/2018,ABQ,Albuquerque,587,1/27/2018
28,AUS,Delta,Austin,1/17/2018,ABQ,Albuquerque,603,1/27/2018
29,AUS,Delta,Austin,1/17/2018,ABQ,Albuquerque,603,1/27/2018
30,AUS,Delta,Austin,1/17/2018,ABQ,Albuquerque,608.6,1/27/2018
31,AUS,,Austin,1/17/2018,ABQ,Albuquerque,733.2,1/27/2018
32,AUS,,Austin,1/17/2018,ABQ,Albuquerque,733.2,1/27/2018
33,AUS,,Austin,1/17/2018,ABQ,Albuquerque,738.8,1/27/2018
34,AUS,,Austin,1/17/2018,ABQ,Albuquerque,738.8,1/27/2018
0,DEN,United,Denver,1/17/2018,ABQ,Albuquerque,48.3,1/27/2018
1,DEN,United,Denver,1/17/2018,ABQ,Albuquerque,48.3,1/27/2018
2,DEN,United,Denver,1/17/2018,ABQ,Albuquerque,48.3,1/27/2018
3,DEN,United,Denver,1/17/2018,ABQ,Albuquerque,48.3,1/27/2018
4,DEN,Frontier Airlines,Denver,1/17/2018,ABQ,Albuquerque,48.3,1/27/2018
