SN,Aarrival City,Airline,Arrival,Current Date,Departure,Departure City,Ticket Price,Travel Date
0,AUS,American Airlines,Austin,1/16/2018,ABQ,Albuquerque,309,1/21/2018
1,AUS,United,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
2,AUS,American Airlines,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
3,AUS,American Airlines,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
4,AUS,United,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
5,AUS,United,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
6,AUS,American Airlines,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
7,AUS,American Airlines,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
8,AUS,United,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
9,AUS,United,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
10,AUS,American Airlines,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
11,AUS,American Airlines,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
12,AUS,United,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
13,AUS,American Airlines,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
14,AUS,American Airlines,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
15,AUS,American Airlines,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
16,AUS,United,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
17,AUS,American Airlines,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
18,AUS,American Airlines,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
19,AUS,American Airlines,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
20,AUS,American Airlines,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
21,AUS,American Airlines,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
22,AUS,United,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
23,AUS,United,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
24,AUS,American Airlines,Austin,1/16/2018,ABQ,Albuquerque,311,1/21/2018
25,AUS,American Airlines,Austin,1/16/2018,ABQ,Albuquerque,314.6,1/21/2018
26,AUS,American Airlines,Austin,1/16/2018,ABQ,Albuquerque,314.6,1/21/2018
27,AUS,Delta,Austin,1/16/2018,ABQ,Albuquerque,349,1/21/2018
28,AUS,United,Austin,1/16/2018,ABQ,Albuquerque,359.6,1/21/2018
29,AUS,United,Austin,1/16/2018,ABQ,Albuquerque,359.6,1/21/2018
30,AUS,United,Austin,1/16/2018,ABQ,Albuquerque,359.6,1/21/2018
31,AUS,Alaska Airlines,Austin,1/16/2018,ABQ,Albuquerque,416.6,1/21/2018
32,AUS,,Austin,1/16/2018,ABQ,Albuquerque,441,1/21/2018
33,AUS,,Austin,1/16/2018,ABQ,Albuquerque,447.2,1/21/2018
34,AUS,,Austin,1/16/2018,ABQ,Albuquerque,482.2,1/21/2018
0,DEN,United,Denver,1/16/2018,ABQ,Albuquerque,48.3,1/21/2018
1,DEN,Frontier Airlines,Denver,1/16/2018,ABQ,Albuquerque,48.3,1/21/2018
2,DEN,United,Denver,1/16/2018,ABQ,Albuquerque,48.3,1/21/2018
3,DEN,United,Denver,1/16/2018,ABQ,Albuquerque,48.3,1/21/2018
4,DEN,United,Denver,1/16/2018,ABQ,Albuquerque,48.3,1/21/2018
5,DEN,Delta,Denver,1/16/2018,ABQ,Albuquerque,97,1/21/2018
6,DEN,Delta,Denver,1/16/2018,ABQ,Albuquerque,97,1/21/2018
7,DEN,Boutique Air,Denver,1/16/2018,ABQ,Albuquerque,137,1/21/2018
8,DEN,American Airlines,Denver,1/16/2018,ABQ,Albuquerque,213,1/21/2018
9,DEN,American Airlines,Denver,1/16/2018,ABQ,Albuquerque,213,1/21/2018
10,DEN,American Airlines,Denver,1/16/2018,ABQ,Albuquerque,213,1/21/2018
11,DEN,American Airlines,Denver,1/16/2018,ABQ,Albuquerque,213,1/21/2018
12,DEN,Delta,Denver,1/16/2018,ABQ,Albuquerque,213,1/21/2018
13,DEN,American Airlines,Denver,1/16/2018,ABQ,Albuquerque,213,1/21/2018
14,DEN,Delta,Denver,1/16/2018,ABQ,Albuquerque,253,1/21/2018
15,DEN,Delta,Denver,1/16/2018,ABQ,Albuquerque,253,1/21/2018
16,DEN,,Denver,1/16/2018,ABQ,Albuquerque,642.4,1/21/2018
17,DEN,,Denver,1/16/2018,ABQ,Albuquerque,832.8,1/21/2018
0,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,180,1/21/2018
1,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,180,1/21/2018
2,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,190,1/21/2018
3,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,190,1/21/2018
4,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,190,1/21/2018
5,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,190,1/21/2018
6,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,190,1/21/2018
7,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,240,1/21/2018
8,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,240,1/21/2018
9,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,240,1/21/2018
10,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,240,1/21/2018
11,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,240,1/21/2018
12,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,240,1/21/2018
13,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,250,1/21/2018
14,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,250,1/21/2018
15,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,260,1/21/2018
16,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,282,1/21/2018
17,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,282,1/21/2018
18,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,290.4,1/21/2018
19,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,298.4,1/21/2018
20,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,298.4,1/21/2018
21,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,302,1/21/2018
22,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,302,1/21/2018
23,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,302,1/21/2018
24,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,302,1/21/2018
25,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,302,1/21/2018
26,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,302,1/21/2018
27,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,310,1/21/2018
28,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,310.4,1/21/2018
29,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,310.4,1/21/2018
30,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,310.4,1/21/2018
31,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,310.4,1/21/2018
32,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,310.4,1/21/2018
33,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,310.4,1/21/2018
34,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,310.4,1/21/2018
0,ATL,Delta,Atlanta,1/16/2018,ABE,Allentown,213.2,1/21/2018
1,ATL,Delta,Atlanta,1/16/2018,ABE,Allentown,213.2,1/21/2018
2,ATL,Delta,Atlanta,1/16/2018,ABE,Allentown,214.3,1/21/2018
3,ATL,Delta,Atlanta,1/16/2018,ABE,Allentown,214.3,1/21/2018
4,ATL,Delta,Atlanta,1/16/2018,ABE,Allentown,214.3,1/21/2018
5,ATL,Delta,Atlanta,1/16/2018,ABE,Allentown,218.8,1/21/2018
6,ATL,American Airlines,Atlanta,1/16/2018,ABE,Allentown,221.5,1/21/2018
7,ATL,American Airlines,Atlanta,1/16/2018,ABE,Allentown,221.5,1/21/2018
8,ATL,American Airlines,Atlanta,1/16/2018,ABE,Allentown,221.5,1/21/2018
9,ATL,Delta,Atlanta,1/16/2018,ABE,Allentown,223,1/21/2018
10,ATL,Delta,Atlanta,1/16/2018,ABE,Allentown,223,1/21/2018
11,ATL,American Airlines,Atlanta,1/16/2018,ABE,Allentown,223,1/21/2018
12,ATL,American Airlines,Atlanta,1/16/2018,ABE,Allentown,223,1/21/2018
13,ATL,American Airlines,Atlanta,1/16/2018,ABE,Allentown,246.5,1/21/2018
14,ATL,Delta,Atlanta,1/16/2018,ABE,Allentown,262.8,1/21/2018
15,ATL,,Atlanta,1/16/2018,ABE,Allentown,481.2,1/21/2018
16,ATL,,Atlanta,1/16/2018,ABE,Allentown,481.2,1/21/2018
17,ATL,,Atlanta,1/16/2018,ABE,Allentown,482.2,1/21/2018
18,ATL,,Atlanta,1/16/2018,ABE,Allentown,482.2,1/21/2018
19,ATL,,Atlanta,1/16/2018,ABE,Allentown,482.2,1/21/2018
20,ATL,,Atlanta,1/16/2018,ABE,Allentown,482.2,1/21/2018
21,ATL,United,Atlanta,1/16/2018,ABE,Allentown,484,1/21/2018
22,ATL,United,Atlanta,1/16/2018,ABE,Allentown,484,1/21/2018
23,ATL,United,Atlanta,1/16/2018,ABE,Allentown,484,1/21/2018
24,ATL,,Atlanta,1/16/2018,ABE,Allentown,486.8,1/21/2018
25,ATL,,Atlanta,1/16/2018,ABE,Allentown,486.8,1/21/2018
26,ATL,,Atlanta,1/16/2018,ABE,Allentown,486.8,1/21/2018
27,ATL,,Atlanta,1/16/2018,ABE,Allentown,486.8,1/21/2018
28,ATL,,Atlanta,1/16/2018,ABE,Allentown,487.8,1/21/2018
29,ATL,,Atlanta,1/16/2018,ABE,Allentown,487.8,1/21/2018
30,ATL,,Atlanta,1/16/2018,ABE,Allentown,487.8,1/21/2018
31,ATL,United,Atlanta,1/16/2018,ABE,Allentown,489.6,1/21/2018
32,ATL,United,Atlanta,1/16/2018,ABE,Allentown,489.6,1/21/2018
33,ATL,,Atlanta,1/16/2018,ABE,Allentown,518.8,1/21/2018
34,ATL,,Atlanta,1/16/2018,ABE,Allentown,541.8,1/21/2018
0,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,330.2,1/21/2018
1,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,330.2,1/21/2018
2,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,330.2,1/21/2018
3,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,330.2,1/21/2018
4,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,335.8,1/21/2018
5,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,335.8,1/21/2018
6,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,335.8,1/21/2018
7,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,335.8,1/21/2018
8,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,335.8,1/21/2018
9,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,410.8,1/21/2018
10,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,416.3,1/21/2018
11,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,416.3,1/21/2018
12,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,425,1/21/2018
13,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,425,1/21/2018
14,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,425,1/21/2018
15,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,425,1/21/2018
16,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,425,1/21/2018
17,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,425,1/21/2018
18,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,425,1/21/2018
19,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,425,1/21/2018
20,CLT,United,Charlotte,1/16/2018,ABE,Allentown,604.2,1/21/2018
21,CLT,United,Charlotte,1/16/2018,ABE,Allentown,609.8,1/21/2018
22,CLT,United,Charlotte,1/16/2018,ABE,Allentown,804.2,1/21/2018
23,CLT,United,Charlotte,1/16/2018,ABE,Allentown,809.8,1/21/2018
24,CLT,United,Charlotte,1/16/2018,ABE,Allentown,814,1/21/2018
25,CLT,United,Charlotte,1/16/2018,ABE,Allentown,814,1/21/2018
26,CLT,United,Charlotte,1/16/2018,ABE,Allentown,819.6,1/21/2018
0,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,194.4,1/21/2018
1,YUL,American Airlines,Montreal,1/16/2018,MCO,Orlando,194.4,1/21/2018
2,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,194.4,1/21/2018
3,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,297.6,1/21/2018
4,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,297.6,1/21/2018
5,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,297.6,1/21/2018
6,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,398.6,1/21/2018
7,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,398.6,1/21/2018
8,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,398.6,1/21/2018
9,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,398.6,1/21/2018
10,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,398.6,1/21/2018
11,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,398.6,1/21/2018
12,YUL,American Airlines,Montreal,1/16/2018,MCO,Orlando,398.6,1/21/2018
13,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,398.6,1/21/2018
14,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,398.6,1/21/2018
15,YUL,Air Canada,Montreal,1/16/2018,MCO,Orlando,435,1/21/2018
16,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,448.06,1/21/2018
17,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,448.06,1/21/2018
18,YUL,American Airlines,Montreal,1/16/2018,MCO,Orlando,492.4,1/21/2018
19,YUL,American Airlines,Montreal,1/16/2018,MCO,Orlando,492.4,1/21/2018
20,YUL,WestJet,Montreal,1/16/2018,MCO,Orlando,649.8,1/21/2018
21,YUL,American Airlines,Montreal,1/16/2018,MCO,Orlando,652.3,1/21/2018
22,YUL,United,Montreal,1/16/2018,MCO,Orlando,652.3,1/21/2018
23,YUL,United,Montreal,1/16/2018,MCO,Orlando,652.3,1/21/2018
24,YUL,United,Montreal,1/16/2018,MCO,Orlando,652.3,1/21/2018
25,YUL,United,Montreal,1/16/2018,MCO,Orlando,652.3,1/21/2018
26,YUL,United,Montreal,1/16/2018,MCO,Orlando,652.3,1/21/2018
27,YUL,United,Montreal,1/16/2018,MCO,Orlando,652.3,1/21/2018
28,YUL,Air Canada,Montreal,1/16/2018,MCO,Orlando,753.7,1/21/2018
29,YUL,WestJet,Montreal,1/16/2018,MCO,Orlando,753.7,1/21/2018
30,YUL,WestJet,Montreal,1/16/2018,MCO,Orlando,753.7,1/21/2018
31,YUL,Air Canada,Montreal,1/16/2018,MCO,Orlando,753.7,1/21/2018
32,YUL,Air Canada,Montreal,1/16/2018,MCO,Orlando,753.7,1/21/2018
33,YUL,Air Canada,Montreal,1/16/2018,MCO,Orlando,753.7,1/21/2018
34,YUL,Air Canada,Montreal,1/16/2018,MCO,Orlando,753.7,1/21/2018
0,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,121.9,1/21/2018
1,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,121.9,1/21/2018
2,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,121.9,1/21/2018
3,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,192.43,1/21/2018
4,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,192.43,1/21/2018
5,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,192.43,1/21/2018
6,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,193.93,1/21/2018
7,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,193.93,1/21/2018
8,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,193.93,1/21/2018
9,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,193.93,1/21/2018
10,YYZ,Air Canada,Toronto,1/16/2018,MCO,Orlando,217.5,1/21/2018
11,YYZ,WestJet,Toronto,1/16/2018,MCO,Orlando,222.8,1/21/2018
12,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,226.2,1/21/2018
13,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,226.2,1/21/2018
14,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,226.2,1/21/2018
15,YYZ,United,Toronto,1/16/2018,MCO,Orlando,236.93,1/21/2018
16,YYZ,United,Toronto,1/16/2018,MCO,Orlando,236.93,1/21/2018
17,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,246.2,1/21/2018
18,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,247.7,1/21/2018
19,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,259.5,1/21/2018
20,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,259.5,1/21/2018
21,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,259.5,1/21/2018
22,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,259.5,1/21/2018
23,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,259.5,1/21/2018
24,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,312.2,1/21/2018
25,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,312.2,1/21/2018
26,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,312.2,1/21/2018
27,YYZ,WestJet,Toronto,1/16/2018,MCO,Orlando,326.7,1/21/2018
28,YYZ,United,Toronto,1/16/2018,MCO,Orlando,335.83,1/21/2018
29,YYZ,United,Toronto,1/16/2018,MCO,Orlando,335.83,1/21/2018
30,YYZ,Air Canada,Toronto,1/16/2018,MCO,Orlando,381.95,1/21/2018
31,YYZ,WestJet,Toronto,1/16/2018,MCO,Orlando,381.95,1/21/2018
32,YYZ,Air Canada,Toronto,1/16/2018,MCO,Orlando,396.6,1/21/2018
33,YYZ,Air Canada,Toronto,1/16/2018,MCO,Orlando,396.6,1/21/2018
34,YYZ,Air Canada,Toronto,1/16/2018,MCO,Orlando,396.6,1/21/2018
0,ANC,Alaska Airlines,Anchorage,1/16/2018,ADQ,Kodiak,161.6,1/21/2018
1,ANC,Ravn Alaska,Anchorage,1/16/2018,ADQ,Kodiak,163.1,1/21/2018
2,ANC,Ravn Alaska,Anchorage,1/16/2018,ADQ,Kodiak,163.1,1/21/2018
3,ANC,Ravn Alaska,Anchorage,1/16/2018,ADQ,Kodiak,163.1,1/21/2018
4,ANC,Ravn Alaska,Anchorage,1/16/2018,ADQ,Kodiak,163.1,1/21/2018
0,BOS,JetBlue Airways,Boston,1/16/2018,ACK,Nantucket,139,1/21/2018
1,BOS,JetBlue Airways,Boston,1/16/2018,ACK,Nantucket,139,1/21/2018
2,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,139,1/21/2018
3,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,139,1/21/2018
4,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,139,1/21/2018
5,BOS,JetBlue Airways,Boston,1/16/2018,ACK,Nantucket,159,1/21/2018
6,BOS,JetBlue Airways,Boston,1/16/2018,ACK,Nantucket,159,1/21/2018
7,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,159,1/21/2018
8,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,159,1/21/2018
9,BOS,JetBlue Airways,Boston,1/16/2018,ACK,Nantucket,169,1/21/2018
10,BOS,JetBlue Airways,Boston,1/16/2018,ACK,Nantucket,339,1/21/2018
11,BOS,JetBlue Airways,Boston,1/16/2018,ACK,Nantucket,339,1/21/2018
12,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,339,1/21/2018
13,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,339,1/21/2018
0,DCA,American Airlines,Washington,1/16/2018,ACK,Nantucket,97.8,1/21/2018
1,DCA,American Airlines,Washington,1/16/2018,ACK,Nantucket,97.8,1/21/2018
2,DCA,American Airlines,Washington,1/16/2018,ACK,Nantucket,97.8,1/21/2018
3,DCA,Delta,Washington,1/16/2018,ACK,Nantucket,197.8,1/21/2018
4,DCA,Delta,Washington,1/16/2018,ACK,Nantucket,197.8,1/21/2018
5,DCA,American Airlines,Washington,1/16/2018,ACK,Nantucket,212.1,1/21/2018
6,DCA,American Airlines,Washington,1/16/2018,ACK,Nantucket,254.1,1/21/2018
7,DCA,American Airlines,Washington,1/16/2018,ACK,Nantucket,254.1,1/21/2018
8,DCA,JetBlue Airways,Washington,1/16/2018,ACK,Nantucket,254.1,1/21/2018
9,DCA,JetBlue Airways,Washington,1/16/2018,ACK,Nantucket,287.8,1/21/2018
10,DCA,JetBlue Airways,Washington,1/16/2018,ACK,Nantucket,287.8,1/21/2018
11,DCA,JetBlue Airways,Washington,1/16/2018,ACK,Nantucket,287.8,1/21/2018
12,DCA,Delta,Washington,1/16/2018,ACK,Nantucket,302.8,1/21/2018
13,DCA,United,Washington,1/16/2018,ACK,Nantucket,450.8,1/21/2018
14,DCA,United,Washington,1/16/2018,ACK,Nantucket,450.8,1/21/2018
15,DCA,United,Washington,1/16/2018,ACK,Nantucket,450.8,1/21/2018
16,DCA,United,Washington,1/16/2018,ACK,Nantucket,450.8,1/21/2018
17,DCA,,Washington,1/16/2018,ACK,Nantucket,532.9,1/21/2018
18,DCA,,Washington,1/16/2018,ACK,Nantucket,532.9,1/21/2018
19,DCA,,Washington,1/16/2018,ACK,Nantucket,532.9,1/21/2018
20,DCA,,Washington,1/16/2018,ACK,Nantucket,532.9,1/21/2018
21,DCA,,Washington,1/16/2018,ACK,Nantucket,532.9,1/21/2018
22,DCA,,Washington,1/16/2018,ACK,Nantucket,538.5,1/21/2018
23,DCA,,Washington,1/16/2018,ACK,Nantucket,538.5,1/21/2018
24,DCA,,Washington,1/16/2018,ACK,Nantucket,538.5,1/21/2018
25,DCA,,Washington,1/16/2018,ACK,Nantucket,538.5,1/21/2018
26,DCA,,Washington,1/16/2018,ACK,Nantucket,538.5,1/21/2018
27,DCA,,Washington,1/16/2018,ACK,Nantucket,538.5,1/21/2018
28,DCA,,Washington,1/16/2018,ACK,Nantucket,538.5,1/21/2018
29,DCA,United,Washington,1/16/2018,ACK,Nantucket,761.4,1/21/2018
30,DCA,,Washington,1/16/2018,ACK,Nantucket,1075.7,1/21/2018
31,DCA,,Washington,1/16/2018,ACK,Nantucket,1081.3,1/21/2018
32,DCA,,Washington,1/16/2018,ACK,Nantucket,1081.3,1/21/2018
0,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,160,1/21/2018
1,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,160,1/21/2018
2,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,168,1/21/2018
3,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,168,1/21/2018
4,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,168,1/21/2018
5,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,168,1/21/2018
6,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,168,1/21/2018
7,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,188,1/21/2018
8,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,188,1/21/2018
9,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,220,1/21/2018
10,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,220,1/21/2018
11,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,230,1/21/2018
12,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,230,1/21/2018
13,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,240,1/21/2018
14,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,240,1/21/2018
15,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,240,1/21/2018
16,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,240,1/21/2018
17,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,240,1/21/2018
0,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,333.2,1/22/2018
1,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,357,1/22/2018
2,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,361.2,1/22/2018
3,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,361.2,1/22/2018
4,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,362.6,1/22/2018
5,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,362.6,1/22/2018
6,AUS,Delta,Austin,1/17/2018,ABQ,Albuquerque,403,1/22/2018
7,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,411,1/22/2018
8,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,411,1/22/2018
9,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,411,1/22/2018
10,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,411,1/22/2018
11,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,411,1/22/2018
12,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,411,1/22/2018
13,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,411,1/22/2018
14,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,411,1/22/2018
15,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,411,1/22/2018
16,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,411,1/22/2018
17,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,411,1/22/2018
18,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,411,1/22/2018
19,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,411,1/22/2018
20,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,411,1/22/2018
21,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,411,1/22/2018
22,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,411,1/22/2018
23,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,411,1/22/2018
24,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,411,1/22/2018
25,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,411,1/22/2018
26,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,411,1/22/2018
