SN,Aarrival City,Airline,Arrival,Current Date,Departure,Departure City,Ticket Price,Travel Date
12,DEN,American Airlines,Denver,1/16/2018,ABQ,Albuquerque,183,1/31/2018
13,DEN,United,Denver,1/16/2018,ABQ,Albuquerque,244.3,1/31/2018
14,DEN,Delta,Denver,1/16/2018,ABQ,Albuquerque,287,1/31/2018
15,DEN,Delta,Denver,1/16/2018,ABQ,Albuquerque,292,1/31/2018
16,DEN,,Denver,1/16/2018,ABQ,Albuquerque,694.8,1/31/2018
17,DEN,,Denver,1/16/2018,ABQ,Albuquerque,1046,1/31/2018
0,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,258.9,1/31/2018
1,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,270,1/31/2018
2,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,285,1/31/2018
3,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,285,1/31/2018
4,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,285,1/31/2018
5,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,285,1/31/2018
6,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,285,1/31/2018
7,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,345,1/31/2018
8,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,345,1/31/2018
9,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,345,1/31/2018
10,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,359.52,1/31/2018
11,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,359.52,1/31/2018
12,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,359.52,1/31/2018
13,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,359.52,1/31/2018
14,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,359.52,1/31/2018
15,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,360,1/31/2018
16,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,360,1/31/2018
17,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,372.12,1/31/2018
18,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,372.12,1/31/2018
19,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,372.12,1/31/2018
20,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,372.12,1/31/2018
21,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,372.12,1/31/2018
22,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,372.12,1/31/2018
23,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,375,1/31/2018
24,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,375,1/31/2018
25,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,375,1/31/2018
26,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,375,1/31/2018
27,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,375,1/31/2018
28,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,375,1/31/2018
29,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,397.1,1/31/2018
30,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,397.1,1/31/2018
31,KOA,Mokulele Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,397.1,1/31/2018
32,KOA,Hawaiian Airlines,Kailua-Kona,1/16/2018,HNL,Honolulu,405,1/31/2018
0,ATL,Delta,Atlanta,1/16/2018,ABE,Allentown,213.2,1/31/2018
1,ATL,Delta,Atlanta,1/16/2018,ABE,Allentown,213.2,1/31/2018
2,ATL,Delta,Atlanta,1/16/2018,ABE,Allentown,214.3,1/31/2018
3,ATL,Delta,Atlanta,1/16/2018,ABE,Allentown,214.3,1/31/2018
4,ATL,Delta,Atlanta,1/16/2018,ABE,Allentown,214.3,1/31/2018
5,ATL,Delta,Atlanta,1/16/2018,ABE,Allentown,218.8,1/31/2018
6,ATL,American Airlines,Atlanta,1/16/2018,ABE,Allentown,221.5,1/31/2018
7,ATL,American Airlines,Atlanta,1/16/2018,ABE,Allentown,221.5,1/31/2018
8,ATL,American Airlines,Atlanta,1/16/2018,ABE,Allentown,221.5,1/31/2018
9,ATL,Delta,Atlanta,1/16/2018,ABE,Allentown,223,1/31/2018
10,ATL,Delta,Atlanta,1/16/2018,ABE,Allentown,223,1/31/2018
11,ATL,American Airlines,Atlanta,1/16/2018,ABE,Allentown,223,1/31/2018
12,ATL,American Airlines,Atlanta,1/16/2018,ABE,Allentown,223,1/31/2018
13,ATL,American Airlines,Atlanta,1/16/2018,ABE,Allentown,246.5,1/31/2018
14,ATL,Delta,Atlanta,1/16/2018,ABE,Allentown,262.8,1/31/2018
15,ATL,,Atlanta,1/16/2018,ABE,Allentown,481.2,1/31/2018
16,ATL,,Atlanta,1/16/2018,ABE,Allentown,481.2,1/31/2018
17,ATL,,Atlanta,1/16/2018,ABE,Allentown,482.2,1/31/2018
18,ATL,,Atlanta,1/16/2018,ABE,Allentown,482.2,1/31/2018
19,ATL,,Atlanta,1/16/2018,ABE,Allentown,482.2,1/31/2018
20,ATL,,Atlanta,1/16/2018,ABE,Allentown,482.2,1/31/2018
21,ATL,United,Atlanta,1/16/2018,ABE,Allentown,484,1/31/2018
22,ATL,United,Atlanta,1/16/2018,ABE,Allentown,484,1/31/2018
23,ATL,United,Atlanta,1/16/2018,ABE,Allentown,484,1/31/2018
24,ATL,,Atlanta,1/16/2018,ABE,Allentown,486.8,1/31/2018
25,ATL,,Atlanta,1/16/2018,ABE,Allentown,486.8,1/31/2018
26,ATL,,Atlanta,1/16/2018,ABE,Allentown,486.8,1/31/2018
27,ATL,,Atlanta,1/16/2018,ABE,Allentown,486.8,1/31/2018
28,ATL,,Atlanta,1/16/2018,ABE,Allentown,487.8,1/31/2018
29,ATL,,Atlanta,1/16/2018,ABE,Allentown,487.8,1/31/2018
30,ATL,,Atlanta,1/16/2018,ABE,Allentown,487.8,1/31/2018
31,ATL,United,Atlanta,1/16/2018,ABE,Allentown,489.6,1/31/2018
32,ATL,United,Atlanta,1/16/2018,ABE,Allentown,489.6,1/31/2018
33,ATL,,Atlanta,1/16/2018,ABE,Allentown,518.8,1/31/2018
34,ATL,,Atlanta,1/16/2018,ABE,Allentown,541.8,1/31/2018
0,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,230.2,1/31/2018
1,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,230.2,1/31/2018
2,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,250.2,1/31/2018
3,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,261.4,1/31/2018
4,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,261.4,1/31/2018
5,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,275.2,1/31/2018
6,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,300.2,1/31/2018
7,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,311.2,1/31/2018
8,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,344.2,1/31/2018
9,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,378.8,1/31/2018
10,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,416.3,1/31/2018
11,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,416.3,1/31/2018
12,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,416.3,1/31/2018
13,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,422,1/31/2018
14,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,422,1/31/2018
15,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,422,1/31/2018
16,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,422,1/31/2018
17,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,422,1/31/2018
18,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,425,1/31/2018
19,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,425,1/31/2018
20,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,425,1/31/2018
21,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,425,1/31/2018
22,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,425,1/31/2018
23,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,425,1/31/2018
24,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,425,1/31/2018
25,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,425,1/31/2018
26,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,425,1/31/2018
27,CLT,American Airlines,Charlotte,1/16/2018,ABE,Allentown,425,1/31/2018
28,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,427.6,1/31/2018
29,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,427.6,1/31/2018
30,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,427.6,1/31/2018
31,CLT,United,Charlotte,1/16/2018,ABE,Allentown,462,1/31/2018
32,CLT,United,Charlotte,1/16/2018,ABE,Allentown,467.6,1/31/2018
33,CLT,United,Charlotte,1/16/2018,ABE,Allentown,467.6,1/31/2018
34,CLT,Delta,Charlotte,1/16/2018,ABE,Allentown,492.8,1/31/2018
0,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,97.2,1/31/2018
1,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,97.2,1/31/2018
2,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,97.2,1/31/2018
3,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,97.2,1/31/2018
4,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,97.2,1/31/2018
5,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,97.2,1/31/2018
6,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,123,1/31/2018
7,YUL,American Airlines,Montreal,1/16/2018,MCO,Orlando,123,1/31/2018
8,YUL,American Airlines,Montreal,1/16/2018,MCO,Orlando,123,1/31/2018
9,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,123,1/31/2018
10,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,123,1/31/2018
11,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,123,1/31/2018
12,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,123,1/31/2018
13,YUL,United,Montreal,1/16/2018,MCO,Orlando,140.2,1/31/2018
14,YUL,United,Montreal,1/16/2018,MCO,Orlando,140.2,1/31/2018
15,YUL,United,Montreal,1/16/2018,MCO,Orlando,140.2,1/31/2018
16,YUL,United,Montreal,1/16/2018,MCO,Orlando,140.2,1/31/2018
17,YUL,United,Montreal,1/16/2018,MCO,Orlando,140.2,1/31/2018
18,YUL,United,Montreal,1/16/2018,MCO,Orlando,140.2,1/31/2018
19,YUL,United,Montreal,1/16/2018,MCO,Orlando,140.2,1/31/2018
20,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,148.8,1/31/2018
21,YUL,American Airlines,Montreal,1/16/2018,MCO,Orlando,154.15,1/31/2018
22,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,176.73,1/31/2018
23,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,176.73,1/31/2018
24,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,176.73,1/31/2018
25,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,176.73,1/31/2018
26,YUL,Delta,Montreal,1/16/2018,MCO,Orlando,176.73,1/31/2018
27,YUL,Air Canada,Montreal,1/16/2018,MCO,Orlando,179.2,1/31/2018
28,YUL,Air Canada,Montreal,1/16/2018,MCO,Orlando,179.2,1/31/2018
29,YUL,Air Canada,Montreal,1/16/2018,MCO,Orlando,179.2,1/31/2018
30,YUL,WestJet,Montreal,1/16/2018,MCO,Orlando,180.13,1/31/2018
31,YUL,WestJet,Montreal,1/16/2018,MCO,Orlando,180.13,1/31/2018
32,YUL,WestJet,Montreal,1/16/2018,MCO,Orlando,180.13,1/31/2018
33,YUL,United,Montreal,1/16/2018,MCO,Orlando,181.03,1/31/2018
34,YUL,WestJet,Montreal,1/16/2018,MCO,Orlando,185.5,1/31/2018
0,YYZ,WestJet,Toronto,1/16/2018,MCO,Orlando,822.6,1/31/2018
1,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,913.32,1/31/2018
2,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,956,1/31/2018
3,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,1038,1/31/2018
4,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,1038,1/31/2018
5,YYZ,United,Toronto,1/16/2018,MCO,Orlando,1055.2,1/31/2018
6,YYZ,United,Toronto,1/16/2018,MCO,Orlando,1055.2,1/31/2018
7,YYZ,United,Toronto,1/16/2018,MCO,Orlando,1055.2,1/31/2018
8,YYZ,Air Canada,Toronto,1/16/2018,MCO,Orlando,1063.4,1/31/2018
9,YYZ,Air Canada,Toronto,1/16/2018,MCO,Orlando,1063.4,1/31/2018
10,YYZ,Air Canada,Toronto,1/16/2018,MCO,Orlando,1063.4,1/31/2018
11,YYZ,Air Canada,Toronto,1/16/2018,MCO,Orlando,1080.2,1/31/2018
12,YYZ,Air Canada,Toronto,1/16/2018,MCO,Orlando,1080.2,1/31/2018
13,YYZ,Air Canada,Toronto,1/16/2018,MCO,Orlando,1080.2,1/31/2018
14,YYZ,Air Canada,Toronto,1/16/2018,MCO,Orlando,1080.2,1/31/2018
15,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,1248.8,1/31/2018
16,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,1248.8,1/31/2018
17,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,1248.8,1/31/2018
18,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,1248.8,1/31/2018
19,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,1248.8,1/31/2018
20,YYZ,Delta,Toronto,1/16/2018,MCO,Orlando,1265.6,1/31/2018
21,YYZ,WestJet,Toronto,1/16/2018,MCO,Orlando,1343.32,1/31/2018
22,YYZ,WestJet,Toronto,1/16/2018,MCO,Orlando,1343.32,1/31/2018
23,YYZ,WestJet,Toronto,1/16/2018,MCO,Orlando,1343.32,1/31/2018
24,YYZ,United,Toronto,1/16/2018,MCO,Orlando,1369.2,1/31/2018
25,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,1539.4,1/31/2018
26,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,1539.4,1/31/2018
27,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,1539.4,1/31/2018
28,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,1539.4,1/31/2018
29,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,1539.4,1/31/2018
30,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,1539.4,1/31/2018
31,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,1545.4,1/31/2018
32,YYZ,American Airlines,Toronto,1/16/2018,MCO,Orlando,1545.4,1/31/2018
33,YYZ,United,Toronto,1/16/2018,MCO,Orlando,1548,1/31/2018
34,YYZ,United,Toronto,1/16/2018,MCO,Orlando,1565.2,1/31/2018
0,ANC,Alaska Airlines,Anchorage,1/16/2018,ADQ,Kodiak,161.6,1/31/2018
1,ANC,Ravn Alaska,Anchorage,1/16/2018,ADQ,Kodiak,163.1,1/31/2018
2,ANC,Ravn Alaska,Anchorage,1/16/2018,ADQ,Kodiak,163.1,1/31/2018
3,ANC,Ravn Alaska,Anchorage,1/16/2018,ADQ,Kodiak,163.1,1/31/2018
4,ANC,Ravn Alaska,Anchorage,1/16/2018,ADQ,Kodiak,163.1,1/31/2018
0,SEA,Alaska Airlines,Seattle,1/16/2018,ALW,Walla Walla,208.3,1/31/2018
1,SEA,Alaska Airlines,Seattle,1/16/2018,ALW,Walla Walla,208.3,1/31/2018
2,SEA,Alaska Airlines,Seattle,1/16/2018,ALW,Walla Walla,208.3,1/31/2018
0,BOS,JetBlue Airways,Boston,1/16/2018,ACK,Nantucket,139,1/31/2018
1,BOS,JetBlue Airways,Boston,1/16/2018,ACK,Nantucket,139,1/31/2018
2,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,139,1/31/2018
3,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,139,1/31/2018
4,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,139,1/31/2018
5,BOS,JetBlue Airways,Boston,1/16/2018,ACK,Nantucket,159,1/31/2018
6,BOS,JetBlue Airways,Boston,1/16/2018,ACK,Nantucket,159,1/31/2018
7,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,159,1/31/2018
8,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,159,1/31/2018
9,BOS,JetBlue Airways,Boston,1/16/2018,ACK,Nantucket,169,1/31/2018
10,BOS,JetBlue Airways,Boston,1/16/2018,ACK,Nantucket,339,1/31/2018
11,BOS,JetBlue Airways,Boston,1/16/2018,ACK,Nantucket,339,1/31/2018
12,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,339,1/31/2018
13,BOS,Cape Air,Boston,1/16/2018,ACK,Nantucket,339,1/31/2018
0,DCA,American Airlines,Washington,1/16/2018,ACK,Nantucket,97.8,1/31/2018
1,DCA,American Airlines,Washington,1/16/2018,ACK,Nantucket,97.8,1/31/2018
2,DCA,American Airlines,Washington,1/16/2018,ACK,Nantucket,97.8,1/31/2018
3,DCA,Delta,Washington,1/16/2018,ACK,Nantucket,197.8,1/31/2018
4,DCA,Delta,Washington,1/16/2018,ACK,Nantucket,197.8,1/31/2018
5,DCA,American Airlines,Washington,1/16/2018,ACK,Nantucket,212.1,1/31/2018
6,DCA,American Airlines,Washington,1/16/2018,ACK,Nantucket,254.1,1/31/2018
7,DCA,American Airlines,Washington,1/16/2018,ACK,Nantucket,254.1,1/31/2018
8,DCA,JetBlue Airways,Washington,1/16/2018,ACK,Nantucket,254.1,1/31/2018
9,DCA,JetBlue Airways,Washington,1/16/2018,ACK,Nantucket,287.8,1/31/2018
10,DCA,JetBlue Airways,Washington,1/16/2018,ACK,Nantucket,287.8,1/31/2018
11,DCA,JetBlue Airways,Washington,1/16/2018,ACK,Nantucket,287.8,1/31/2018
12,DCA,Delta,Washington,1/16/2018,ACK,Nantucket,302.8,1/31/2018
13,DCA,United,Washington,1/16/2018,ACK,Nantucket,450.8,1/31/2018
14,DCA,United,Washington,1/16/2018,ACK,Nantucket,450.8,1/31/2018
15,DCA,United,Washington,1/16/2018,ACK,Nantucket,450.8,1/31/2018
16,DCA,United,Washington,1/16/2018,ACK,Nantucket,450.8,1/31/2018
17,DCA,,Washington,1/16/2018,ACK,Nantucket,532.9,1/31/2018
18,DCA,,Washington,1/16/2018,ACK,Nantucket,532.9,1/31/2018
19,DCA,,Washington,1/16/2018,ACK,Nantucket,532.9,1/31/2018
20,DCA,,Washington,1/16/2018,ACK,Nantucket,532.9,1/31/2018
21,DCA,,Washington,1/16/2018,ACK,Nantucket,532.9,1/31/2018
22,DCA,,Washington,1/16/2018,ACK,Nantucket,538.5,1/31/2018
23,DCA,,Washington,1/16/2018,ACK,Nantucket,538.5,1/31/2018
24,DCA,,Washington,1/16/2018,ACK,Nantucket,538.5,1/31/2018
25,DCA,,Washington,1/16/2018,ACK,Nantucket,538.5,1/31/2018
26,DCA,,Washington,1/16/2018,ACK,Nantucket,538.5,1/31/2018
27,DCA,,Washington,1/16/2018,ACK,Nantucket,538.5,1/31/2018
28,DCA,,Washington,1/16/2018,ACK,Nantucket,538.5,1/31/2018
29,DCA,United,Washington,1/16/2018,ACK,Nantucket,761.4,1/31/2018
30,DCA,,Washington,1/16/2018,ACK,Nantucket,1075.7,1/31/2018
31,DCA,,Washington,1/16/2018,ACK,Nantucket,1081.3,1/31/2018
32,DCA,,Washington,1/16/2018,ACK,Nantucket,1081.3,1/31/2018
0,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,160,1/31/2018
1,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,160,1/31/2018
2,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,168,1/31/2018
3,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,168,1/31/2018
4,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,168,1/31/2018
5,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,168,1/31/2018
6,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,168,1/31/2018
7,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,168,1/31/2018
8,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,168,1/31/2018
9,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,210,1/31/2018
10,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,210,1/31/2018
11,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,210,1/31/2018
12,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,210,1/31/2018
13,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,230,1/31/2018
14,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,230,1/31/2018
15,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,230,1/31/2018
16,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,230,1/31/2018
17,LIH,Hawaiian Airlines,Lihue,1/16/2018,HNL,Honolulu,230,1/31/2018
0,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,622,2/1/2018
1,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,622,2/1/2018
2,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,622,2/1/2018
3,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,622,2/1/2018
4,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,622,2/1/2018
5,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,622,2/1/2018
6,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,622,2/1/2018
7,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,622,2/1/2018
8,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,622,2/1/2018
9,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,622,2/1/2018
10,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,622,2/1/2018
11,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,622,2/1/2018
12,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,622,2/1/2018
13,AUS,United,Austin,1/17/2018,ABQ,Albuquerque,622,2/1/2018
14,AUS,American Airlines,Austin,1/17/2018,ABQ,Albuquerque,622,2/1/2018
