SN,Aarrival City,Airline,Arrival,Current Date,Departure,Departure City,Ticket Price,Travel Date
1,DCA,JetBlue Airways,Washington,2018-01-19,ACK,Nantucket,102.1,02/03/2018
2,DCA,American Airlines,Washington,2018-01-19,ACK,Nantucket,130.1,02/03/2018
3,DCA,American Airlines,Washington,2018-01-19,ACK,Nantucket,134.1,02/03/2018
4,DCA,JetBlue Airways,Washington,2018-01-19,ACK,Nantucket,156.8,02/03/2018
5,DCA,United,Washington,2018-01-19,ACK,Nantucket,430.8,02/03/2018
6,DCA,United,Washington,2018-01-19,ACK,Nantucket,430.8,02/03/2018
7,DCA,,Washington,2018-01-19,ACK,Nantucket,462.9,02/03/2018
8,DCA,Delta,Washington,2018-01-19,ACK,Nantucket,517.0,02/03/2018
9,DCA,,Washington,2018-01-19,ACK,Nantucket,617.9,02/03/2018
10,DCA,United,Washington,2018-01-19,ACK,Nantucket,721.4,02/03/2018
11,DCA,United,Washington,2018-01-19,ACK,Nantucket,721.4,02/03/2018
12,DCA,,Washington,2018-01-19,ACK,Nantucket,955.7,02/03/2018
13,DCA,,Washington,2018-01-19,ACK,Nantucket,961.3,02/03/2018
0,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,240.0,02/03/2018
1,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,240.0,02/03/2018
2,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,252.0,02/03/2018
3,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,252.0,02/03/2018
4,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,252.0,02/03/2018
5,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,252.0,02/03/2018
6,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,252.0,02/03/2018
7,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,252.0,02/03/2018
8,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,252.0,02/03/2018
9,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,252.0,02/03/2018
10,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,252.0,02/03/2018
11,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,282.0,02/03/2018
12,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,315.0,02/03/2018
13,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,315.0,02/03/2018
14,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,315.0,02/03/2018
15,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,315.0,02/03/2018
16,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,345.0,02/03/2018
17,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,345.0,02/03/2018
18,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,345.0,02/03/2018
19,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,345.0,02/03/2018
20,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,345.0,02/03/2018
21,LIH,Hawaiian Airlines,Lihue,2018-01-19,HNL,Honolulu,345.0,02/03/2018
0,AUS,American Airlines,Austin,2018-01-20,ABQ,Albuquerque,309.0,02/04/2018
1,AUS,American Airlines,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
2,AUS,American Airlines,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
3,AUS,United,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
4,AUS,United,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
5,AUS,United,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
6,AUS,American Airlines,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
7,AUS,American Airlines,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
8,AUS,American Airlines,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
9,AUS,American Airlines,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
10,AUS,American Airlines,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
11,AUS,American Airlines,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
12,AUS,American Airlines,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
13,AUS,United,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
14,AUS,American Airlines,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
15,AUS,American Airlines,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
16,AUS,American Airlines,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
17,AUS,American Airlines,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
18,AUS,United,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
19,AUS,American Airlines,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
20,AUS,American Airlines,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
21,AUS,American Airlines,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
22,AUS,United,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
23,AUS,United,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
24,AUS,United,Austin,2018-01-20,ABQ,Albuquerque,311.0,02/04/2018
25,AUS,American Airlines,Austin,2018-01-20,ABQ,Albuquerque,314.6,02/04/2018
26,AUS,American Airlines,Austin,2018-01-20,ABQ,Albuquerque,314.6,02/04/2018
27,AUS,American Airlines,Austin,2018-01-20,ABQ,Albuquerque,348.0,02/04/2018
28,AUS,United,Austin,2018-01-20,ABQ,Albuquerque,348.0,02/04/2018
29,AUS,Delta,Austin,2018-01-20,ABQ,Albuquerque,349.0,02/04/2018
30,AUS,United,Austin,2018-01-20,ABQ,Albuquerque,359.59999999999997,02/04/2018
31,AUS,United,Austin,2018-01-20,ABQ,Albuquerque,359.59999999999997,02/04/2018
32,AUS,Alaska Airlines,Austin,2018-01-20,ABQ,Albuquerque,416.6,02/04/2018
33,AUS,,Austin,2018-01-20,ABQ,Albuquerque,441.0,02/04/2018
34,AUS,,Austin,2018-01-20,ABQ,Albuquerque,447.2,02/04/2018
0,DEN,United,Denver,2018-01-20,ABQ,Albuquerque,48.3,02/04/2018
1,DEN,Frontier Airlines,Denver,2018-01-20,ABQ,Albuquerque,48.3,02/04/2018
2,DEN,United,Denver,2018-01-20,ABQ,Albuquerque,48.3,02/04/2018
3,DEN,United,Denver,2018-01-20,ABQ,Albuquerque,48.3,02/04/2018
4,DEN,United,Denver,2018-01-20,ABQ,Albuquerque,48.3,02/04/2018
5,DEN,Delta,Denver,2018-01-20,ABQ,Albuquerque,97.0,02/04/2018
6,DEN,Delta,Denver,2018-01-20,ABQ,Albuquerque,97.0,02/04/2018
7,DEN,Delta,Denver,2018-01-20,ABQ,Albuquerque,97.0,02/04/2018
8,DEN,Boutique Air,Denver,2018-01-20,ABQ,Albuquerque,137.0,02/04/2018
9,DEN,American Airlines,Denver,2018-01-20,ABQ,Albuquerque,248.0,02/04/2018
10,DEN,Delta,Denver,2018-01-20,ABQ,Albuquerque,253.0,02/04/2018
11,DEN,Delta,Denver,2018-01-20,ABQ,Albuquerque,253.0,02/04/2018
12,DEN,American Airlines,Denver,2018-01-20,ABQ,Albuquerque,272.6,02/04/2018
13,DEN,American Airlines,Denver,2018-01-20,ABQ,Albuquerque,325.0,02/04/2018
14,DEN,American Airlines,Denver,2018-01-20,ABQ,Albuquerque,372.0,02/04/2018
15,DEN,Delta,Denver,2018-01-20,ABQ,Albuquerque,372.0,02/04/2018
16,DEN,American Airlines,Denver,2018-01-20,ABQ,Albuquerque,372.0,02/04/2018
17,DEN,American Airlines,Denver,2018-01-20,ABQ,Albuquerque,372.0,02/04/2018
18,DEN,American Airlines,Denver,2018-01-20,ABQ,Albuquerque,372.0,02/04/2018
19,DEN,American Airlines,Denver,2018-01-20,ABQ,Albuquerque,372.0,02/04/2018
20,DEN,American Airlines,Denver,2018-01-20,ABQ,Albuquerque,624.0,02/04/2018
0,KOA,Hawaiian Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,540.0,02/04/2018
1,KOA,Hawaiian Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,540.0,02/04/2018
2,KOA,Hawaiian Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,570.0,02/04/2018
3,KOA,Hawaiian Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,570.0,02/04/2018
4,KOA,Hawaiian Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,570.0,02/04/2018
5,KOA,Hawaiian Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,570.0,02/04/2018
6,KOA,Hawaiian Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,570.0,02/04/2018
7,KOA,Mokulele Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,574.2,02/04/2018
8,KOA,Mokulele Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,574.2,02/04/2018
9,KOA,Mokulele Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,599.4000000000001,02/04/2018
10,KOA,Mokulele Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,599.4000000000001,02/04/2018
11,KOA,Hawaiian Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,624.0,02/04/2018
12,KOA,Hawaiian Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,720.0,02/04/2018
13,KOA,Hawaiian Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,720.0,02/04/2018
14,KOA,Hawaiian Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,720.0,02/04/2018
15,KOA,Hawaiian Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,720.0,02/04/2018
16,KOA,Hawaiian Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,720.0,02/04/2018
17,KOA,Hawaiian Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,750.0,02/04/2018
18,KOA,Hawaiian Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,780.0,02/04/2018
19,KOA,Hawaiian Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,780.0,02/04/2018
20,KOA,Hawaiian Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,780.0,02/04/2018
21,KOA,Hawaiian Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,780.0,02/04/2018
22,KOA,Hawaiian Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,780.0,02/04/2018
23,KOA,Hawaiian Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,780.0,02/04/2018
24,KOA,Mokulele Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,846.0,02/04/2018
25,KOA,Mokulele Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,846.0,02/04/2018
26,KOA,Mokulele Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,846.0,02/04/2018
27,KOA,Mokulele Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,846.0,02/04/2018
28,KOA,Mokulele Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,846.0,02/04/2018
29,KOA,Mokulele Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,871.1999999999999,02/04/2018
30,KOA,Mokulele Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,871.1999999999999,02/04/2018
31,KOA,Mokulele Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,871.1999999999999,02/04/2018
32,KOA,Mokulele Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,871.1999999999999,02/04/2018
33,KOA,Mokulele Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,871.1999999999999,02/04/2018
34,KOA,Mokulele Airlines,Kailua-Kona,2018-01-20,HNL,Honolulu,871.1999999999999,02/04/2018
0,ATL,Delta,Atlanta,2018-01-20,ABE,Allentown,790.6,02/04/2018
1,ATL,Delta,Atlanta,2018-01-20,ABE,Allentown,790.6,02/04/2018
2,ATL,Delta,Atlanta,2018-01-20,ABE,Allentown,808.0,02/04/2018
3,ATL,Delta,Atlanta,2018-01-20,ABE,Allentown,808.0,02/04/2018
4,ATL,Delta,Atlanta,2018-01-20,ABE,Allentown,808.0,02/04/2018
5,ATL,,Atlanta,2018-01-20,ABE,Allentown,1077.6,02/04/2018
6,ATL,United,Atlanta,2018-01-20,ABE,Allentown,1390.0,02/04/2018
7,ATL,United,Atlanta,2018-01-20,ABE,Allentown,1390.0,02/04/2018
8,ATL,United,Atlanta,2018-01-20,ABE,Allentown,1401.2,02/04/2018
9,ATL,,Atlanta,2018-01-20,ABE,Allentown,1486.3999999999999,02/04/2018
10,ATL,,Atlanta,2018-01-20,ABE,Allentown,2364.4,02/04/2018
11,ATL,,Atlanta,2018-01-20,ABE,Allentown,2364.4,02/04/2018
0,CLT,American Airlines,Charlotte,2018-01-20,ABE,Allentown,430.4,02/04/2018
1,CLT,American Airlines,Charlotte,2018-01-20,ABE,Allentown,430.4,02/04/2018
2,CLT,American Airlines,Charlotte,2018-01-20,ABE,Allentown,430.4,02/04/2018
3,CLT,American Airlines,Charlotte,2018-01-20,ABE,Allentown,430.4,02/04/2018
4,CLT,American Airlines,Charlotte,2018-01-20,ABE,Allentown,441.6,02/04/2018
5,CLT,American Airlines,Charlotte,2018-01-20,ABE,Allentown,441.6,02/04/2018
6,CLT,American Airlines,Charlotte,2018-01-20,ABE,Allentown,461.6,02/04/2018
7,CLT,American Airlines,Charlotte,2018-01-20,ABE,Allentown,461.6,02/04/2018
8,CLT,American Airlines,Charlotte,2018-01-20,ABE,Allentown,461.6,02/04/2018
9,CLT,American Airlines,Charlotte,2018-01-20,ABE,Allentown,665.6,02/04/2018
10,CLT,American Airlines,Charlotte,2018-01-20,ABE,Allentown,832.6,02/04/2018
11,CLT,American Airlines,Charlotte,2018-01-20,ABE,Allentown,832.6,02/04/2018
12,CLT,American Airlines,Charlotte,2018-01-20,ABE,Allentown,850.0,02/04/2018
13,CLT,American Airlines,Charlotte,2018-01-20,ABE,Allentown,850.0,02/04/2018
14,CLT,American Airlines,Charlotte,2018-01-20,ABE,Allentown,850.0,02/04/2018
15,CLT,United,Charlotte,2018-01-20,ABE,Allentown,944.0,02/04/2018
16,CLT,United,Charlotte,2018-01-20,ABE,Allentown,944.0,02/04/2018
17,CLT,United,Charlotte,2018-01-20,ABE,Allentown,955.2,02/04/2018
0,YUL,,Montreal,2018-01-20,MCO,Orlando,271.90000000000003,02/04/2018
1,YUL,,Montreal,2018-01-20,MCO,Orlando,271.90000000000003,02/04/2018
2,YUL,,Montreal,2018-01-20,MCO,Orlando,305.33,02/04/2018
3,YUL,WestJet,Montreal,2018-01-20,MCO,Orlando,319.27000000000004,02/04/2018
4,YUL,WestJet,Montreal,2018-01-20,MCO,Orlando,367.4,02/04/2018
5,YUL,Delta,Montreal,2018-01-20,MCO,Orlando,386.35,02/04/2018
6,YUL,Delta,Montreal,2018-01-20,MCO,Orlando,390.55,02/04/2018
7,YUL,American Airlines,Montreal,2018-01-20,MCO,Orlando,397.27000000000004,02/04/2018
8,YUL,American Airlines,Montreal,2018-01-20,MCO,Orlando,411.63,02/04/2018
9,YUL,Air Canada,Montreal,2018-01-20,MCO,Orlando,422.8,02/04/2018
10,YUL,,Montreal,2018-01-20,MCO,Orlando,423.05,02/04/2018
11,YUL,,Montreal,2018-01-20,MCO,Orlando,423.05,02/04/2018
12,YUL,,Montreal,2018-01-20,MCO,Orlando,423.05,02/04/2018
13,YUL,Air Canada,Montreal,2018-01-20,MCO,Orlando,430.6,02/04/2018
14,YUL,,Montreal,2018-01-20,MCO,Orlando,435.87,02/04/2018
15,YUL,,Montreal,2018-01-20,MCO,Orlando,453.04999999999995,02/04/2018
16,YUL,,Montreal,2018-01-20,MCO,Orlando,453.04999999999995,02/04/2018
17,YUL,United,Montreal,2018-01-20,MCO,Orlando,483.1,02/04/2018
18,YUL,United,Montreal,2018-01-20,MCO,Orlando,483.1,02/04/2018
19,YUL,Delta,Montreal,2018-01-20,MCO,Orlando,483.7,02/04/2018
20,YUL,American Airlines,Montreal,2018-01-20,MCO,Orlando,502.45,02/04/2018
21,YUL,American Airlines,Montreal,2018-01-20,MCO,Orlando,502.45,02/04/2018
22,YUL,American Airlines,Montreal,2018-01-20,MCO,Orlando,506.65,02/04/2018
23,YUL,Delta,Montreal,2018-01-20,MCO,Orlando,506.73,02/04/2018
24,YUL,Delta,Montreal,2018-01-20,MCO,Orlando,506.73,02/04/2018
25,YUL,,Montreal,2018-01-20,MCO,Orlando,517.85,02/04/2018
26,YUL,Delta,Montreal,2018-01-20,MCO,Orlando,536.33,02/04/2018
27,YUL,Delta,Montreal,2018-01-20,MCO,Orlando,562.13,02/04/2018
28,YUL,WestJet,Montreal,2018-01-20,MCO,Orlando,565.7,02/04/2018
29,YUL,Delta,Montreal,2018-01-20,MCO,Orlando,571.1,02/04/2018
30,YUL,Delta,Montreal,2018-01-20,MCO,Orlando,583.2,02/04/2018
31,YUL,United,Montreal,2018-01-20,MCO,Orlando,589.4,02/04/2018
32,YUL,Delta,Montreal,2018-01-20,MCO,Orlando,594.23,02/04/2018
33,YUL,Delta,Montreal,2018-01-20,MCO,Orlando,612.13,02/04/2018
34,YUL,Delta,Montreal,2018-01-20,MCO,Orlando,612.13,02/04/2018
0,YYZ,Delta,Toronto,2018-01-20,MCO,Orlando,161.7,02/04/2018
1,YYZ,United,Toronto,2018-01-20,MCO,Orlando,177.8,02/04/2018
2,YYZ,Delta,Toronto,2018-01-20,MCO,Orlando,192.85,02/04/2018
3,YYZ,American Airlines,Toronto,2018-01-20,MCO,Orlando,192.85,02/04/2018
4,YYZ,WestJet,Toronto,2018-01-20,MCO,Orlando,209.95,02/04/2018
5,YYZ,United,Toronto,2018-01-20,MCO,Orlando,218.65,02/04/2018
6,YYZ,United,Toronto,2018-01-20,MCO,Orlando,218.65,02/04/2018
7,YYZ,Delta,Toronto,2018-01-20,MCO,Orlando,226.2,02/04/2018
8,YYZ,American Airlines,Toronto,2018-01-20,MCO,Orlando,251.55,02/04/2018
9,YYZ,American Airlines,Toronto,2018-01-20,MCO,Orlando,251.55,02/04/2018
10,YYZ,American Airlines,Toronto,2018-01-20,MCO,Orlando,253.05,02/04/2018
11,YYZ,United,Toronto,2018-01-20,MCO,Orlando,275.63,02/04/2018
12,YYZ,American Airlines,Toronto,2018-01-20,MCO,Orlando,292.4,02/04/2018
13,YYZ,American Airlines,Toronto,2018-01-20,MCO,Orlando,292.4,02/04/2018
14,YYZ,American Airlines,Toronto,2018-01-20,MCO,Orlando,292.4,02/04/2018
15,YYZ,United,Toronto,2018-01-20,MCO,Orlando,302.5,02/04/2018
16,YYZ,United,Toronto,2018-01-20,MCO,Orlando,315.53,02/04/2018
17,YYZ,United,Toronto,2018-01-20,MCO,Orlando,315.53,02/04/2018
18,YYZ,United,Toronto,2018-01-20,MCO,Orlando,315.53,02/04/2018
19,YYZ,Delta,Toronto,2018-01-20,MCO,Orlando,317.55,02/04/2018
20,YYZ,Delta,Toronto,2018-01-20,MCO,Orlando,317.55,02/04/2018
21,YYZ,Delta,Toronto,2018-01-20,MCO,Orlando,317.55,02/04/2018
22,YYZ,Delta,Toronto,2018-01-20,MCO,Orlando,317.55,02/04/2018
23,YYZ,Delta,Toronto,2018-01-20,MCO,Orlando,317.55,02/04/2018
24,YYZ,Delta,Toronto,2018-01-20,MCO,Orlando,317.55,02/04/2018
25,YYZ,Delta,Toronto,2018-01-20,MCO,Orlando,317.55,02/04/2018
26,YYZ,,Toronto,2018-01-20,MCO,Orlando,327.46000000000004,02/04/2018
27,YYZ,,Toronto,2018-01-20,MCO,Orlando,327.46000000000004,02/04/2018
28,YYZ,Delta,Toronto,2018-01-20,MCO,Orlando,330.35,02/04/2018
29,YYZ,,Toronto,2018-01-20,MCO,Orlando,332.46,02/04/2018
30,YYZ,,Toronto,2018-01-20,MCO,Orlando,332.46,02/04/2018
31,YYZ,Air Canada,Toronto,2018-01-20,MCO,Orlando,345.76,02/04/2018
32,YYZ,United,Toronto,2018-01-20,MCO,Orlando,352.5,02/04/2018
33,YYZ,United,Toronto,2018-01-20,MCO,Orlando,356.25,02/04/2018
34,YYZ,United,Toronto,2018-01-20,MCO,Orlando,356.25,02/04/2018
0,ANC,Alaska Airlines,Anchorage,2018-01-20,ADQ,Kodiak,323.2,02/04/2018
1,ANC,Alaska Airlines,Anchorage,2018-01-20,ADQ,Kodiak,323.2,02/04/2018
2,ANC,Ravn Alaska,Anchorage,2018-01-20,ADQ,Kodiak,326.2,02/04/2018
3,ANC,Ravn Alaska,Anchorage,2018-01-20,ADQ,Kodiak,326.2,02/04/2018
4,ANC,Ravn Alaska,Anchorage,2018-01-20,ADQ,Kodiak,326.2,02/04/2018
5,ANC,Ravn Alaska,Anchorage,2018-01-20,ADQ,Kodiak,326.2,02/04/2018
0,SEA,Alaska Airlines,Seattle,2018-01-20,ALW,Walla Walla,68.3,02/04/2018
1,SEA,Alaska Airlines,Seattle,2018-01-20,ALW,Walla Walla,68.3,02/04/2018
0,BOS,American Airlines,Boston,2018-01-20,ACK,Nantucket,666.0,02/04/2018
1,BOS,JetBlue Airways,Boston,2018-01-20,ACK,Nantucket,833.0999999999999,02/04/2018
2,BOS,JetBlue Airways,Boston,2018-01-20,ACK,Nantucket,833.0999999999999,02/04/2018
3,BOS,JetBlue Airways,Boston,2018-01-20,ACK,Nantucket,833.0999999999999,02/04/2018
4,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
5,BOS,JetBlue Airways,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
6,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
7,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
8,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
9,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
10,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
11,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
12,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
13,BOS,JetBlue Airways,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
14,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
15,BOS,JetBlue Airways,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
16,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
17,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
18,BOS,JetBlue Airways,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
19,BOS,JetBlue Airways,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
20,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
21,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
22,BOS,JetBlue Airways,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
23,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
24,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
25,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
26,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
27,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
28,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
29,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
30,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,897.0,02/04/2018
31,BOS,Delta,Boston,2018-01-20,ACK,Nantucket,905.4000000000001,02/04/2018
32,BOS,Delta,Boston,2018-01-20,ACK,Nantucket,905.4000000000001,02/04/2018
33,BOS,Delta,Boston,2018-01-20,ACK,Nantucket,922.1999999999999,02/04/2018
34,BOS,Cape Air,Boston,2018-01-20,ACK,Nantucket,1017.0,02/04/2018
0,DCA,American Airlines,Washington,2018-01-20,ACK,Nantucket,97.8,02/04/2018
1,DCA,American Airlines,Washington,2018-01-20,ACK,Nantucket,97.8,02/04/2018
2,DCA,American Airlines,Washington,2018-01-20,ACK,Nantucket,97.8,02/04/2018
3,DCA,Delta,Washington,2018-01-20,ACK,Nantucket,197.79999999999998,02/04/2018
4,DCA,Delta,Washington,2018-01-20,ACK,Nantucket,197.79999999999998,02/04/2018
5,DCA,American Airlines,Washington,2018-01-20,ACK,Nantucket,212.1,02/04/2018
6,DCA,Delta,Washington,2018-01-20,ACK,Nantucket,242.8,02/04/2018
7,DCA,American Airlines,Washington,2018-01-20,ACK,Nantucket,254.1,02/04/2018
8,DCA,American Airlines,Washington,2018-01-20,ACK,Nantucket,254.1,02/04/2018
9,DCA,JetBlue Airways,Washington,2018-01-20,ACK,Nantucket,254.1,02/04/2018
10,DCA,JetBlue Airways,Washington,2018-01-20,ACK,Nantucket,287.8,02/04/2018
11,DCA,JetBlue Airways,Washington,2018-01-20,ACK,Nantucket,287.8,02/04/2018
12,DCA,JetBlue Airways,Washington,2018-01-20,ACK,Nantucket,287.8,02/04/2018
13,DCA,United,Washington,2018-01-20,ACK,Nantucket,450.8,02/04/2018
14,DCA,United,Washington,2018-01-20,ACK,Nantucket,450.8,02/04/2018
15,DCA,United,Washington,2018-01-20,ACK,Nantucket,450.8,02/04/2018
16,DCA,United,Washington,2018-01-20,ACK,Nantucket,450.8,02/04/2018
17,DCA,United,Washington,2018-01-20,ACK,Nantucket,761.4000000000001,02/04/2018
18,DCA,,Washington,2018-01-20,ACK,Nantucket,1075.7,02/04/2018
19,DCA,,Washington,2018-01-20,ACK,Nantucket,1081.3,02/04/2018
20,DCA,,Washington,2018-01-20,ACK,Nantucket,1081.3,02/04/2018
0,LIH,Hawaiian Airlines,Lihue,2018-01-20,HNL,Honolulu,320.0,02/04/2018
1,LIH,Hawaiian Airlines,Lihue,2018-01-20,HNL,Honolulu,320.0,02/04/2018
2,LIH,Hawaiian Airlines,Lihue,2018-01-20,HNL,Honolulu,336.0,02/04/2018
3,LIH,Hawaiian Airlines,Lihue,2018-01-20,HNL,Honolulu,336.0,02/04/2018
4,LIH,Hawaiian Airlines,Lihue,2018-01-20,HNL,Honolulu,336.0,02/04/2018
5,LIH,Hawaiian Airlines,Lihue,2018-01-20,HNL,Honolulu,336.0,02/04/2018
6,LIH,Hawaiian Airlines,Lihue,2018-01-20,HNL,Honolulu,336.0,02/04/2018
7,LIH,Hawaiian Airlines,Lihue,2018-01-20,HNL,Honolulu,336.0,02/04/2018
8,LIH,Hawaiian Airlines,Lihue,2018-01-20,HNL,Honolulu,376.0,02/04/2018
9,LIH,Hawaiian Airlines,Lihue,2018-01-20,HNL,Honolulu,440.0,02/04/2018
10,LIH,Hawaiian Airlines,Lihue,2018-01-20,HNL,Honolulu,440.0,02/04/2018
11,LIH,Hawaiian Airlines,Lihue,2018-01-20,HNL,Honolulu,460.0,02/04/2018
12,LIH,Hawaiian Airlines,Lihue,2018-01-20,HNL,Honolulu,460.0,02/04/2018
13,LIH,Hawaiian Airlines,Lihue,2018-01-20,HNL,Honolulu,460.0,02/04/2018
